measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2,gm1,gm2
2025-09-11 17:59:31.220,70.55,18.81,3.06,1.36,1.29,1.35,1.0,0.82,0.87,80.02,1.11,1.69,-0.15,10.27,9.19,0.07,60.95,41.27,2.98,1.51,3.99,40.94,38.28,6.77,0.88,0.81,0.78,0.8,0.64,122.7,118.98,92.74,67.03,38.96,17.53,11.4,31.0,29.08,6.35,6.1,4.45,3.55,62.25,124.75
2025-09-11 17:59:31.470,71.77,19.83,3.87,1.77,1.37,1.51,1.24,1.07,0.87,81.25,1.11,1.49,-0.15,10.27,9.19,-0.33,59.93,41.47,3.18,1.51,3.97,40.12,39.51,6.61,0.8,0.73,0.7,0.68,0.56,121.89,117.35,94.37,69.08,40.59,19.17,11.2,30.18,27.44,6.35,6.06,4.66,3.67,62.25,124.75
2025-09-11 17:59:31.718,70.96,19.83,3.47,1.69,1.29,1.35,1.08,0.9,1.03,81.25,1.32,1.89,-0.15,10.85,9.59,0.16,59.52,40.66,2.57,2.53,4.05,40.74,39.92,6.81,0.84,0.77,0.78,0.76,0.64,123.1,116.13,93.56,68.26,39.57,19.17,12.22,29.37,27.85,6.35,6.22,4.74,3.8,62.25,124.75
2025-09-11 17:59:31.962,70.55,20.04,3.47,1.61,1.61,1.68,1.49,1.07,1.11,81.25,1.73,2.51,0.67,11.17,9.68,0.24,60.55,41.88,3.18,2.33,4.11,41.56,39.1,7.01,0.88,0.9,0.87,0.72,0.89,123.51,116.94,94.78,67.44,39.37,18.35,12.42,30.59,29.69,6.68,6.26,4.82,3.76,62.25,124.75
2025-09-11 17:59:32.211,71.77,19.83,3.26,1.52,1.45,1.43,1.32,1.07,1.03,81.65,1.52,2.51,0.67,11.17,9.59,-0.01,60.75,42.09,3.18,2.12,4.09,41.76,39.31,7.05,0.88,0.81,0.78,0.76,0.69,122.7,114.09,92.74,68.26,39.98,18.14,13.03,33.24,30.71,6.6,6.46,5.02,3.84,62.25,124.75
2025-09-11 17:59:32.462,69.32,18.61,2.45,1.36,1.13,1.35,0.83,0.66,0.55,79.61,1.11,1.89,0.05,11.01,9.35,0.16,60.55,41.07,2.98,1.92,3.99,41.15,38.28,6.93,0.84,0.81,0.82,0.64,0.64,124.72,116.94,93.15,66.62,39.57,17.73,12.42,30.8,29.08,6.6,6.22,4.53,3.63,62.25,124.75
2025-09-11 17:59:32.744,68.09,17.59,1.64,0.55,0.64,0.78,0.51,0.17,0.38,78.39,-0.52,0.26,-1.17,10.03,8.46,-0.66,60.14,42.09,2.98,1.1,4.07,39.92,36.85,6.81,0.59,0.73,0.62,0.72,0.64,121.48,121.02,91.52,65.8,38.75,17.53,10.79,29.98,28.06,6.03,5.97,4.37,3.35,62.25,124.75
2025-09-11 17:59:32.961,72.18,18.0,2.65,1.28,0.8,1.19,1.0,0.9,0.71,81.25,1.32,2.1,0.26,11.09,9.11,0.07,60.95,42.7,3.18,1.1,4.34,41.15,39.1,7.05,0.72,0.81,0.74,0.56,0.77,122.7,125.09,96.82,72.76,42.83,20.8,14.66,31.41,31.12,6.92,6.58,5.06,4.04,62.25,124.75
2025-09-11 17:59:33.212,70.96,18.61,2.65,1.44,1.21,1.35,1.08,0.99,0.95,81.25,1.93,2.3,-0.15,11.33,9.43,0.07,61.16,42.7,3.18,1.51,4.52,40.94,39.72,7.42,0.76,0.81,0.74,0.76,0.64,124.32,110.01,94.37,69.9,40.99,20.8,14.05,34.06,30.3,6.84,6.58,5.06,4.21,62.25,124.75
2025-09-11 17:59:33.462,71.36,19.22,3.06,1.85,1.69,1.59,1.24,1.15,1.03,82.06,2.13,1.69,0.05,11.5,9.68,0.24,61.57,41.88,3.79,2.12,4.42,41.15,39.1,7.58,0.84,0.81,0.87,0.96,0.93,123.91,123.87,95.19,69.49,40.79,20.19,12.83,29.78,26.42,6.76,6.3,4.53,3.67,62.25,124.75
2025-09-11 17:59:33.750,70.14,19.22,2.45,1.44,1.29,1.43,0.92,0.66,0.63,79.61,1.11,1.49,0.05,11.01,9.92,-0.17,59.93,41.27,2.98,1.1,4.26,40.12,38.49,7.3,0.63,0.57,0.62,0.56,0.56,119.86,106.35,91.11,66.62,39.16,18.14,12.01,29.98,28.06,6.44,6.3,4.66,3.55,62.25,124.75
2025-09-11 17:59:33.962,69.73,19.63,2.86,1.69,1.53,1.59,1.4,0.99,1.03,81.25,1.52,2.51,0.46,11.58,9.92,0.32,60.95,42.09,4.4,2.53,4.24,41.76,41.96,7.46,0.88,0.9,0.82,0.88,0.77,123.51,114.9,95.19,68.26,39.77,18.55,12.22,32.43,27.85,6.52,6.34,4.7,3.67,62.25,124.75
2025-09-11 17:59:34.212,70.14,19.02,2.86,1.77,1.61,1.59,1.32,0.99,1.03,80.02,1.52,2.51,0.67,11.5,9.76,-0.01,60.55,40.86,3.38,1.71,4.5,41.56,40.33,7.62,0.84,0.77,0.87,0.8,0.64,124.32,121.42,94.37,68.26,39.16,17.73,13.03,29.37,28.46,6.76,6.42,4.82,3.76,62.25,124.75
2025-09-11 17:59:34.461,70.96,19.22,2.65,1.61,1.29,1.1,1.24,0.9,0.87,81.25,1.93,2.51,0.87,11.99,10.16,0.4,60.14,41.68,2.98,1.92,4.62,41.15,40.33,7.87,0.96,0.9,0.82,0.8,0.64,123.91,112.05,94.78,68.26,38.75,17.94,13.85,30.8,29.08,7.01,6.58,4.74,3.72,62.25,124.75
2025-09-11 17:59:34.715,73.82,19.63,3.26,1.52,1.61,1.76,1.4,1.15,1.2,81.25,1.32,1.69,0.05,11.58,9.84,0.16,61.36,42.7,3.59,1.51,4.6,41.15,40.33,7.99,0.76,0.85,0.78,0.72,0.77,124.72,119.79,93.96,67.44,39.57,18.14,12.42,28.76,27.65,6.52,6.3,4.53,3.51,62.25,124.75
2025-09-11 17:59:34.962,71.36,19.02,2.86,1.69,1.29,1.51,1.32,0.99,1.11,82.88,1.52,2.1,0.46,11.91,9.92,0.24,61.77,43.31,4.81,1.71,4.58,42.17,39.92,7.99,1.0,0.98,0.87,0.92,0.77,123.91,121.42,94.78,68.26,39.98,18.35,12.42,31.2,30.1,6.76,6.38,4.57,3.55,62.25,124.75
2025-09-11 17:59:35.211,70.55,18.61,2.86,1.77,1.45,1.51,1.4,1.15,1.28,84.11,1.73,2.71,0.67,11.33,10.08,0.16,64.22,44.34,5.83,2.94,4.66,42.58,41.76,7.79,1.0,1.02,0.95,0.88,0.85,124.32,121.42,94.37,68.26,39.37,18.14,12.42,30.59,28.46,6.76,6.14,4.53,3.59,62.25,124.75
2025-09-11 17:59:35.462,72.18,18.41,3.26,1.61,1.69,1.68,1.49,1.15,1.28,85.33,1.32,2.3,1.07,11.66,9.92,0.16,64.43,45.56,6.64,3.14,4.77,42.38,39.92,7.91,0.96,0.98,0.95,0.92,0.93,124.72,123.05,93.56,68.67,38.14,17.53,12.83,31.41,29.08,6.44,6.26,4.57,3.43,62.25,124.75
2025-09-11 17:59:35.715,75.45,20.04,4.48,2.09,2.02,1.92,1.57,1.31,1.11,82.88,1.52,2.3,0.46,11.42,9.76,0.16,63.61,44.54,5.62,2.73,4.71,41.97,37.87,7.87,0.96,0.85,0.91,0.92,0.77,124.32,125.5,91.52,67.03,38.14,16.1,12.01,28.96,28.46,6.35,5.97,4.41,3.35,62.25,124.75
2025-09-11 17:59:35.961,73.0,18.61,3.67,2.09,2.02,2.08,1.65,1.39,1.2,86.56,2.34,2.71,0.87,11.74,10.0,0.24,65.65,46.18,7.25,3.14,4.75,41.97,38.49,7.79,1.08,1.1,1.07,0.96,0.93,124.32,121.83,93.15,66.62,37.33,16.1,13.24,31.41,29.69,6.76,6.22,4.41,3.59,62.25,124.75
2025-09-11 17:59:36.212,73.0,19.02,2.86,2.01,1.69,1.84,1.4,1.15,1.11,84.92,1.93,2.91,0.67,11.66,10.0,0.4,65.25,46.58,6.64,2.53,4.66,41.15,38.49,7.83,1.0,0.94,0.99,0.88,0.93,125.94,125.91,90.7,65.8,37.33,16.3,12.83,31.61,30.71,6.44,6.06,4.37,3.51,62.25,124.75
2025-09-11 17:59:36.462,73.82,19.22,3.26,1.85,1.77,1.76,1.4,1.07,1.2,86.15,1.73,2.91,0.87,11.58,10.57,0.4,64.63,44.95,5.62,3.14,4.66,41.76,39.1,7.75,1.04,1.02,1.03,0.92,0.85,124.72,121.83,92.33,64.98,36.51,16.3,12.83,29.57,30.3,6.76,6.3,4.61,3.63,62.25,124.75
2025-09-11 17:59:36.711,73.82,20.04,3.06,1.77,1.45,1.68,1.4,0.99,1.2,84.92,1.93,2.51,0.26,11.82,10.25,0.32,63.61,43.31,5.42,2.73,4.62,41.97,39.51,7.99,0.92,0.77,0.91,0.84,0.77,125.13,115.72,92.74,67.03,37.53,16.1,13.03,31.0,29.08,6.84,6.42,4.66,3.72,62.25,124.75
2025-09-11 17:59:36.967,72.59,20.04,2.86,1.61,1.37,1.43,0.92,0.9,1.03,82.47,1.52,1.89,0.26,11.74,10.33,-0.09,63.0,42.91,3.99,2.12,4.38,40.94,37.87,7.83,0.92,0.81,0.87,0.72,0.77,124.32,112.46,90.7,64.98,36.11,16.1,11.81,29.98,27.65,7.09,6.58,4.78,3.67,62.25,124.75
2025-09-11 17:59:37.220,73.0,20.24,3.47,1.61,1.61,1.68,1.49,1.15,1.03,83.29,1.52,2.3,0.46,11.66,10.08,0.07,62.59,42.7,2.98,2.12,4.52,41.15,38.49,7.7,0.88,0.98,0.87,0.76,0.81,123.1,109.61,91.11,65.39,36.72,15.49,11.61,29.16,27.65,6.84,6.42,4.57,3.55,62.25,124.75
2025-09-11 17:59:37.468,71.77,19.63,3.06,1.61,1.53,1.19,1.24,0.82,0.95,82.06,1.11,1.89,0.05,11.58,10.08,0.16,62.18,42.29,2.57,1.71,4.44,40.94,38.49,7.7,0.8,0.77,0.74,0.72,0.64,122.29,110.42,91.93,65.8,36.92,15.89,12.22,30.59,29.69,6.76,6.3,4.7,3.67,62.25,124.75
2025-09-11 17:59:37.729,70.55,20.04,3.47,1.52,1.13,1.27,0.83,0.82,0.63,80.84,0.91,1.69,-0.15,11.33,9.84,-0.09,60.95,42.29,2.98,1.71,4.5,42.17,38.9,7.66,0.84,0.77,0.87,0.84,0.81,123.51,112.05,92.33,68.67,38.35,16.3,12.63,30.39,31.12,6.68,6.42,4.66,3.59,62.25,124.75
2025-09-11 17:59:37.968,70.55,19.22,2.65,1.52,1.29,1.51,1.0,0.9,0.79,81.65,1.11,1.49,0.26,11.42,9.84,-0.09,60.95,41.68,2.98,1.31,4.26,40.74,39.31,7.58,0.84,0.77,0.74,0.6,0.64,123.1,108.38,92.74,65.39,38.96,17.33,11.61,30.8,28.87,6.84,6.58,4.57,3.59,62.25,124.75
2025-09-11 17:59:38.220,72.59,20.04,3.67,1.69,1.53,1.59,1.24,0.9,1.03,82.47,1.52,2.1,-0.35,11.01,9.35,-0.25,61.57,42.09,2.98,1.1,4.03,39.71,38.9,7.38,0.72,0.73,0.74,0.72,0.56,121.48,118.98,91.52,65.39,36.11,16.51,11.4,30.59,30.1,6.6,6.14,4.33,3.51,62.25,124.75
2025-09-11 17:59:38.468,73.41,20.24,3.87,1.85,1.69,1.68,1.16,0.82,0.95,82.88,1.11,1.69,0.05,11.09,9.43,-0.01,61.98,43.31,3.38,1.51,4.01,40.94,39.72,7.22,0.8,0.77,0.74,0.72,0.56,122.29,117.76,91.11,64.57,35.9,15.89,11.81,32.22,29.69,6.52,6.26,4.66,3.59,62.25,124.75
2025-09-11 17:59:38.720,71.36,20.24,3.26,2.01,1.61,1.76,1.24,1.07,1.11,83.7,1.73,2.51,0.46,10.85,9.35,-0.17,62.39,42.91,3.59,1.1,4.01,40.33,38.28,7.05,0.88,0.77,0.74,0.72,0.64,121.89,118.16,92.74,67.44,36.72,16.71,11.0,29.37,28.26,6.52,6.01,4.41,3.47,62.25,124.75
2025-09-11 17:59:38.966,72.59,19.43,3.06,1.93,1.37,1.76,1.32,0.82,0.95,82.88,1.93,2.71,0.67,11.09,9.68,-0.01,63.2,43.11,4.6,2.33,4.05,40.74,37.67,7.09,0.96,0.9,0.82,0.76,0.77,122.7,121.02,93.56,67.85,37.53,17.53,12.01,31.41,28.06,6.6,6.22,4.53,3.59,62.25,124.75
2025-09-11 17:59:39.219,72.18,20.85,3.87,1.77,1.77,1.76,1.4,0.66,0.95,83.29,1.11,2.1,-0.56,10.85,9.84,0.07,63.0,42.91,4.2,1.31,3.87,40.94,39.72,7.14,0.8,0.69,0.74,0.68,0.73,123.1,118.16,92.33,66.21,37.13,16.51,11.81,29.78,26.22,6.84,6.38,4.61,3.55,62.25,124.75
2025-09-11 17:59:39.470,73.0,20.65,4.08,1.85,1.69,1.92,1.32,1.15,1.03,83.7,1.73,2.51,0.46,10.93,9.68,0.07,62.59,43.11,3.99,2.53,3.81,40.94,38.9,7.18,0.92,0.81,0.87,0.8,0.73,121.89,118.57,92.74,65.39,38.55,16.51,11.4,25.69,22.94,6.84,6.46,4.61,3.63,62.25,124.75
2025-09-11 17:59:39.718,73.41,20.24,4.28,2.01,1.77,2.0,1.57,0.99,0.95,82.06,1.93,2.1,-0.35,11.01,9.19,-0.01,61.98,42.5,4.2,1.71,3.73,40.12,39.31,6.97,0.84,0.81,0.74,0.76,0.64,121.89,122.65,91.93,65.39,37.53,16.1,12.01,26.72,24.58,6.6,6.46,4.49,3.59,62.25,124.75
2025-09-11 17:59:39.969,73.0,20.44,3.87,2.17,2.1,1.92,1.4,1.07,0.87,81.65,2.13,2.3,-0.15,11.01,9.59,0.07,61.36,42.09,3.59,1.51,3.79,40.53,39.51,6.81,0.72,0.73,0.74,0.64,0.64,122.7,105.94,91.93,67.03,37.13,15.69,12.42,26.31,23.35,6.68,6.34,4.53,3.67,62.25,124.75
2025-09-11 17:59:40.219,79.13,22.07,5.09,2.26,2.02,1.92,1.08,0.5,0.71,80.02,0.91,1.49,-0.35,10.36,9.02,-0.33,59.93,41.27,2.98,1.1,3.79,40.33,38.08,6.89,0.51,0.65,0.62,0.51,0.64,121.07,105.12,90.7,64.57,36.51,15.89,10.79,27.94,23.97,6.44,6.06,4.41,3.47,62.25,124.75
2025-09-11 17:59:40.470,72.18,19.63,3.67,1.69,1.61,1.51,1.08,0.74,0.87,80.43,1.32,2.1,0.05,10.85,9.51,0.07,60.14,41.07,2.98,1.92,3.89,40.74,39.31,7.09,1.0,1.18,1.23,1.17,1.34,128.37,118.57,97.63,70.71,38.75,17.12,11.81,29.57,26.83,6.44,6.26,4.61,3.59,62.25,124.75
2025-09-11 17:59:40.727,72.59,20.44,3.67,1.36,1.53,1.51,1.08,1.07,1.03,79.61,0.91,1.69,-0.35,10.52,9.19,-0.17,60.34,41.07,2.98,2.12,3.95,41.15,38.9,7.05,0.92,0.85,0.78,0.64,0.69,123.51,105.53,93.15,67.03,37.74,16.92,11.61,27.94,26.01,6.44,6.22,4.57,3.59,62.25,124.75
2025-09-11 17:59:40.969,70.55,19.43,3.67,1.44,1.04,1.35,1.0,0.66,0.79,79.61,1.32,1.49,0.26,10.6,9.59,-0.01,60.14,40.86,2.36,1.31,3.87,40.74,39.1,6.97,0.76,0.9,0.78,0.8,0.77,121.48,108.38,93.96,66.21,37.33,15.89,11.4,27.94,23.97,6.84,6.38,4.7,3.67,62.25,124.75
2025-09-11 17:59:41.220,70.96,20.04,3.06,1.36,0.96,1.1,1.0,0.82,1.03,80.84,0.91,1.28,0.05,10.68,9.59,0.16,60.34,41.88,2.57,1.51,3.77,40.53,39.51,6.93,0.84,0.77,0.74,0.56,0.73,122.29,115.72,91.93,63.75,36.11,15.08,11.2,29.98,26.42,6.76,6.3,4.7,3.67,62.25,124.75
2025-09-11 17:59:41.470,72.18,20.24,3.06,1.28,1.04,1.1,1.08,0.9,1.03,81.25,1.32,1.49,0.46,10.85,9.51,0.16,60.55,41.47,2.36,1.1,3.67,40.53,39.72,6.77,0.84,0.77,0.78,0.8,0.73,121.07,106.35,91.93,66.21,37.33,15.69,11.61,29.98,26.01,6.68,6.3,4.61,3.72,62.25,124.75
2025-09-11 17:59:41.720,71.77,19.83,3.26,1.28,1.04,1.27,1.0,0.99,0.95,80.02,0.91,1.49,-0.15,10.44,8.94,-0.25,60.55,40.86,2.57,1.1,3.81,39.51,38.9,6.81,0.76,0.73,0.7,0.68,0.69,121.48,112.05,91.93,64.57,37.33,15.89,11.0,28.55,27.03,6.19,6.1,4.41,3.55,62.25,124.75
2025-09-11 17:59:41.968,71.36,19.63,2.45,1.36,1.04,1.1,0.92,0.74,0.87,80.43,0.91,1.28,0.46,10.76,9.51,0.24,61.36,42.09,2.98,1.92,4.07,40.74,39.92,6.93,0.84,0.81,0.78,0.72,0.77,123.1,118.16,92.74,69.08,37.74,17.33,11.61,28.96,28.46,6.35,6.18,4.7,3.72,62.25,124.75
2025-09-11 17:59:42.220,70.14,19.02,2.45,1.2,0.96,0.86,0.83,0.82,0.79,80.43,1.11,0.47,-0.15,10.52,9.19,-0.42,59.93,40.66,2.16,0.69,3.95,39.71,38.28,7.05,0.63,0.69,0.62,0.76,0.44,121.07,118.98,92.74,65.39,37.74,15.89,11.4,29.78,32.14,6.6,6.26,4.66,3.55,62.25,124.75
2025-09-11 17:59:42.469,71.36,18.61,2.86,1.28,1.29,0.94,1.08,0.99,1.03,81.65,1.93,1.89,0.87,11.25,9.76,0.4,60.34,41.47,3.59,2.12,3.91,41.56,38.69,7.01,0.96,0.85,0.95,0.84,0.81,122.29,111.24,92.74,67.85,38.14,16.71,12.22,28.35,27.65,6.76,6.38,4.7,3.76,62.25,124.75
2025-09-11 17:59:42.723,70.96,18.0,2.86,1.28,1.21,1.35,1.0,0.9,0.87,81.65,0.91,1.49,-0.56,10.68,9.11,-0.17,60.75,42.29,3.18,1.31,3.87,40.53,38.49,7.01,0.96,0.81,0.78,0.8,0.81,122.7,123.87,91.11,65.39,37.74,16.3,11.4,26.92,26.01,6.52,6.06,4.49,3.51,62.25,124.75
2025-09-11 17:59:42.970,72.59,19.02,3.47,1.61,1.29,1.59,1.32,1.07,1.2,83.7,1.32,2.1,0.46,10.6,9.59,0.32,62.18,43.31,3.99,1.92,4.15,40.12,38.49,6.89,0.76,0.81,0.74,0.64,0.6,121.07,115.72,91.52,63.75,37.33,15.08,11.4,26.72,24.78,6.03,6.14,4.49,3.51,62.25,124.75
2025-09-11 17:59:43.220,71.36,18.2,3.06,1.69,1.53,1.51,1.32,0.9,1.11,82.06,1.11,0.87,-0.96,10.6,9.27,-0.33,61.57,42.09,3.79,1.92,4.09,39.92,37.87,6.93,0.63,0.65,0.66,0.68,0.56,121.89,118.57,90.7,63.75,36.92,15.28,11.4,26.51,24.78,6.27,6.14,4.41,3.55,62.25,124.75
2025-09-11 17:59:43.470,72.18,19.22,3.06,1.93,1.77,1.68,1.24,0.82,1.11,82.06,1.32,1.89,-0.15,10.76,9.35,-0.42,60.14,42.5,3.18,1.31,3.95,39.71,38.28,6.89,0.68,0.69,0.7,0.6,0.6,120.67,115.31,90.7,64.16,36.72,14.87,11.4,26.1,24.58,6.44,6.22,4.57,3.55,62.25,124.75
2025-09-11 17:59:43.719,71.77,19.63,2.86,1.61,1.61,1.76,1.32,0.99,1.03,81.65,1.73,2.1,0.26,10.93,9.43,-0.17,60.75,41.88,3.18,1.51,3.93,40.12,38.28,7.01,0.76,0.77,0.7,0.64,0.6,122.7,110.01,91.52,64.16,37.13,15.49,11.2,26.72,24.38,6.52,6.18,4.61,3.55,62.25,124.75
2025-09-11 17:59:43.970,70.96,20.24,3.67,2.01,1.77,1.76,1.4,1.07,1.03,81.25,1.32,1.69,-1.17,10.6,9.11,-0.58,60.55,41.68,3.18,1.71,3.93,39.71,39.72,6.93,0.63,0.81,0.66,0.68,0.64,120.67,115.72,89.89,64.16,36.72,14.87,11.2,25.9,24.17,6.35,6.1,4.49,3.67,62.25,124.75
2025-09-11 17:59:44.220,71.36,19.43,3.47,1.69,1.29,1.51,1.32,1.07,0.95,81.25,1.73,2.3,0.46,10.93,9.51,0.07,61.16,42.29,3.79,1.92,4.07,41.15,40.12,7.01,0.8,0.77,0.82,0.8,0.64,123.1,114.5,90.7,64.98,37.53,15.69,12.63,26.72,26.42,6.52,6.3,4.66,3.51,62.25,124.75
2025-09-11 17:59:44.469,70.96,20.24,3.26,1.77,1.61,1.19,1.16,0.99,1.2,82.88,1.73,2.51,0.26,11.33,9.59,0.4,61.77,43.11,3.99,2.53,4.09,40.33,40.12,7.34,0.88,0.94,0.87,0.8,0.77,123.51,112.87,92.33,66.62,38.14,15.49,11.81,26.51,26.01,6.68,6.46,4.66,3.72,62.25,124.75
2025-09-11 17:59:44.718,71.77,19.02,3.06,1.52,1.37,1.35,1.08,0.66,0.79,81.65,1.73,1.28,0.26,10.93,9.51,0.07,60.95,41.68,3.38,1.31,3.75,40.94,39.51,7.22,0.8,0.77,0.74,0.68,0.6,122.7,101.05,91.52,66.21,37.33,15.49,11.81,26.1,25.4,6.84,6.63,4.66,3.72,62.25,124.75
2025-09-11 17:59:44.971,72.59,19.22,2.86,1.44,1.04,1.27,0.83,0.58,0.79,78.79,0.7,1.08,-0.15,10.76,9.19,-0.09,60.55,40.86,2.77,0.9,3.64,40.33,39.51,7.01,0.63,0.65,0.62,0.56,0.6,121.07,110.42,91.11,65.8,37.33,15.69,11.4,25.9,26.22,6.76,6.38,4.49,3.51,62.25,124.75
2025-09-11 17:59:45.219,70.14,18.2,1.84,1.12,1.04,1.1,0.75,0.74,0.95,82.06,1.32,1.69,-0.15,10.76,9.11,0.24,61.98,42.5,3.38,2.53,3.79,41.15,38.49,7.01,0.88,0.9,0.87,0.8,0.81,121.89,111.24,95.6,68.67,39.98,17.12,11.81,28.76,30.92,6.76,6.14,4.78,3.55,62.25,124.75
2025-09-11 17:59:45.466,68.09,18.2,2.45,1.36,1.21,1.43,0.67,0.99,0.95,82.06,1.73,2.1,0.87,10.85,9.35,0.24,61.77,41.68,2.16,1.92,3.87,41.35,40.33,6.93,0.92,0.94,0.82,0.8,0.64,122.7,110.42,93.96,67.85,38.96,17.12,12.01,28.14,30.71,6.52,6.26,4.66,3.67,62.25,124.75
2025-09-11 17:59:45.716,70.55,18.41,1.64,1.12,1.37,1.43,1.16,0.99,1.11,81.25,1.11,2.1,0.26,10.76,9.35,-0.01,60.55,40.86,2.36,1.1,3.85,40.53,40.12,6.89,0.63,0.77,0.74,0.6,0.73,122.7,116.53,92.74,67.03,38.75,16.92,11.4,31.61,32.14,6.35,6.34,4.61,3.63,62.25,124.75
2025-09-11 17:59:45.968,69.73,18.2,2.25,1.36,1.13,1.27,0.92,0.74,0.63,80.02,0.5,1.28,-0.15,10.76,9.02,-0.01,59.12,40.25,1.96,0.9,3.81,40.53,39.51,6.85,0.76,0.65,0.66,0.6,0.64,121.48,108.79,93.15,66.62,39.57,17.12,11.2,28.35,28.87,6.52,6.42,4.66,3.59,62.25,124.75
2025-09-11 17:59:46.220,70.96,18.61,2.25,1.52,1.37,1.59,1.24,1.15,1.11,80.84,1.11,1.89,0.46,10.76,9.35,0.16,60.34,40.25,2.77,0.69,3.89,40.74,40.12,6.97,0.84,0.77,0.74,0.76,0.69,121.48,114.09,92.33,67.03,38.35,16.51,11.61,30.39,28.06,6.6,6.3,4.61,3.59,62.25,124.75
2025-09-11 17:59:46.470,71.77,19.02,2.86,1.28,1.04,1.27,0.75,0.9,0.87,82.06,0.91,1.28,-0.56,10.52,9.02,-0.17,60.75,41.88,2.77,0.9,3.75,40.53,39.1,6.69,0.68,0.73,0.62,0.56,0.52,121.89,116.13,93.56,64.57,38.55,16.51,11.2,28.96,28.67,6.44,6.22,4.57,3.67,62.25,124.75
