measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2,gm1,gm2
2025-09-11 17:59:46.867,70.14,18.81,2.25,1.2,1.13,1.1,0.92,0.82,0.71,81.65,0.91,1.89,-0.35,10.36,9.11,0.24,61.16,42.09,3.18,1.31,3.75,40.12,39.92,6.65,0.47,0.45,0.5,0.47,0.48,121.07,116.13,90.29,63.75,37.94,16.1,10.59,28.35,27.65,5.78,5.97,4.37,3.27,62.25,124.75
2025-09-11 17:59:46.989,69.73,18.41,2.04,1.28,0.96,1.19,0.83,0.5,0.63,79.2,0.09,0.67,-0.96,10.52,9.02,-0.25,61.16,42.09,3.79,1.31,3.85,41.76,40.12,6.85,0.92,0.94,0.87,0.88,0.69,123.1,124.28,93.15,68.26,38.55,18.35,11.81,29.37,29.69,6.76,6.18,4.61,3.63,62.25,124.75
2025-09-11 17:59:47.212,71.77,20.04,3.26,1.77,1.53,1.68,1.32,1.15,1.11,81.65,1.52,2.51,0.87,11.09,9.68,0.24,62.39,43.72,4.6,2.33,4.03,41.35,40.12,7.05,1.0,1.1,0.95,0.88,0.89,122.29,115.72,94.78,68.26,39.57,18.14,12.63,31.41,30.1,6.35,6.22,4.61,3.59,62.25,124.75
2025-09-11 17:59:47.461,72.18,19.83,2.86,1.61,1.45,1.51,1.32,1.15,1.11,82.06,1.93,2.71,0.67,10.85,9.35,0.24,61.98,43.31,3.59,2.12,4.07,41.76,41.35,7.05,0.84,0.94,0.91,0.8,0.77,125.53,114.9,93.96,68.26,38.75,18.76,12.42,29.57,28.06,6.52,6.26,4.57,3.67,62.25,124.75
2025-09-11 17:59:47.739,71.36,19.02,2.04,1.36,1.29,1.27,1.0,0.74,0.71,80.43,0.09,1.28,-0.35,10.6,9.02,-0.25,60.14,41.07,2.36,1.1,3.99,40.74,40.53,6.97,0.76,0.77,0.7,0.68,0.52,121.07,114.9,92.74,67.03,38.75,17.12,11.0,28.76,25.4,6.27,6.06,4.45,3.43,62.25,124.75
2025-09-11 17:59:47.962,69.32,19.02,2.25,1.44,1.37,1.51,1.0,0.74,0.63,80.43,1.32,2.1,-0.35,10.76,9.02,-0.01,61.36,42.5,3.38,1.92,4.11,41.35,40.12,6.97,0.8,0.81,0.78,0.76,0.64,123.51,118.98,93.96,68.26,39.98,18.35,11.61,30.59,27.03,6.44,6.06,4.57,3.59,62.25,124.75
2025-09-11 17:59:48.212,73.0,21.05,5.09,2.5,2.26,2.25,1.97,1.96,1.36,84.51,2.75,2.71,0.87,11.25,9.68,0.07,61.16,41.27,3.18,0.9,4.38,41.15,38.9,7.22,0.8,0.69,0.7,0.68,0.64,122.29,115.72,93.96,68.26,39.98,18.96,12.22,31.0,27.85,6.44,6.06,4.53,3.72,62.25,124.75
2025-09-11 17:59:48.462,73.0,20.04,3.26,2.01,1.69,1.84,1.32,1.07,1.11,81.25,2.34,2.3,0.67,11.5,9.84,0.32,61.77,42.09,2.98,2.53,4.58,41.56,41.96,7.5,0.88,0.77,0.87,0.84,0.69,124.32,120.61,97.23,69.9,40.99,19.57,13.03,29.37,27.24,6.35,6.22,4.49,3.63,62.25,124.75
2025-09-11 17:59:48.739,70.55,19.22,2.65,1.2,1.29,1.02,0.92,0.66,0.71,80.02,0.5,1.28,-0.56,11.33,9.27,-0.17,60.34,41.07,2.16,0.9,4.69,40.74,38.28,7.58,0.55,0.73,0.62,0.56,0.52,121.07,118.57,93.56,69.08,40.18,19.78,12.42,29.57,29.08,6.6,6.3,4.57,3.51,62.25,124.75
2025-09-11 17:59:48.961,68.91,18.61,1.64,1.12,1.04,1.02,0.67,0.58,0.63,80.84,1.93,2.51,0.46,12.15,10.08,0.24,61.77,42.5,3.38,2.33,4.89,42.17,40.12,8.07,1.0,0.81,0.78,0.8,0.52,123.51,121.02,96.41,70.71,41.2,21.21,13.64,29.16,30.92,6.68,6.46,4.78,3.72,62.25,124.75
2025-09-11 17:59:49.212,70.96,18.81,2.04,0.96,1.04,1.1,0.75,0.82,0.63,80.43,0.7,1.49,-0.76,12.07,9.84,-0.25,61.36,42.29,3.18,1.71,4.95,40.33,38.9,8.19,0.8,0.77,0.78,0.72,0.81,123.51,117.35,96.41,69.9,41.61,21.01,13.64,28.96,29.9,6.76,6.38,4.66,3.59,62.25,124.75
2025-09-11 17:59:49.462,70.14,18.81,2.86,1.36,1.21,1.51,1.16,0.99,1.11,81.25,1.73,1.49,0.87,11.99,9.84,0.32,62.18,42.7,4.2,2.12,4.99,41.56,39.51,8.19,0.84,0.85,0.87,0.76,0.77,123.91,117.35,96.0,71.94,41.81,21.21,13.64,29.37,29.9,7.17,6.42,4.61,3.72,62.25,124.75
2025-09-11 17:59:49.711,70.96,19.02,2.25,1.2,1.29,1.43,1.0,0.99,0.87,82.47,1.73,2.3,0.46,12.07,10.08,0.24,61.57,42.09,4.2,1.71,5.19,41.15,39.1,8.44,0.96,0.85,0.82,0.76,0.81,124.32,121.83,97.63,71.12,42.22,22.03,14.25,27.74,27.44,6.76,6.54,4.49,3.76,62.25,124.75
2025-09-11 17:59:49.962,70.55,19.22,3.06,1.44,1.53,1.59,1.32,1.07,1.03,81.65,1.73,2.51,0.46,12.23,10.49,0.16,61.16,41.88,3.18,1.92,5.28,40.94,40.74,8.68,0.76,0.9,0.87,0.76,0.73,125.94,118.16,97.23,71.12,42.01,21.21,14.25,29.98,26.22,6.84,6.38,4.66,3.72,62.25,124.75
2025-09-11 17:59:50.212,70.96,19.22,3.06,1.69,1.45,1.68,1.32,0.9,0.95,82.47,1.93,2.3,0.46,12.48,10.57,0.24,61.98,42.29,3.99,2.73,5.24,41.15,39.72,8.84,0.8,0.81,0.78,0.76,0.64,123.91,121.83,96.41,69.49,40.59,20.19,14.25,29.78,29.08,7.01,6.58,4.74,3.67,62.25,124.75
2025-09-11 17:59:50.462,71.77,19.43,3.26,1.61,1.69,1.68,1.32,1.07,1.2,81.65,1.93,2.71,0.67,12.72,10.57,0.24,61.98,41.68,2.98,1.71,5.19,41.35,41.96,8.84,1.08,0.94,1.03,0.76,0.85,125.13,114.09,96.0,70.3,40.59,19.78,13.85,29.37,30.1,7.09,6.63,4.7,3.72,62.25,124.75
2025-09-11 17:59:50.712,70.14,19.63,2.86,1.36,1.37,1.43,1.0,0.99,0.95,80.02,0.91,2.91,1.07,12.72,10.65,0.48,61.77,42.7,2.57,1.92,5.22,40.94,39.31,8.64,0.84,0.85,0.78,0.72,0.64,123.91,117.35,95.19,69.49,39.57,18.55,13.64,30.59,32.76,6.84,6.5,4.74,3.88,62.25,124.75
2025-09-11 17:59:50.962,71.36,19.22,3.06,1.44,1.21,1.43,0.92,0.82,1.2,82.47,1.93,1.28,0.87,12.56,10.57,0.24,61.36,41.88,2.77,2.73,5.48,41.97,40.33,8.76,0.96,0.81,0.91,0.84,0.81,126.34,114.9,96.82,68.67,40.59,19.17,13.85,28.55,29.69,7.01,6.38,4.7,3.72,62.25,124.75
2025-09-11 17:59:51.211,70.96,19.22,2.86,1.44,1.45,1.1,1.16,1.15,1.03,80.84,1.11,1.89,0.67,12.72,10.98,0.07,60.75,41.47,2.57,1.71,5.44,40.74,40.74,8.72,0.84,0.9,0.82,0.84,0.77,123.91,118.98,95.19,69.08,41.61,19.78,14.05,31.2,28.67,6.92,6.54,4.57,3.63,62.25,124.75
2025-09-11 17:59:51.462,71.36,19.43,3.26,1.36,1.13,1.27,1.32,0.9,0.95,82.06,1.52,2.3,0.87,12.88,11.22,0.24,60.95,41.68,2.77,1.92,5.3,42.17,40.74,8.84,1.04,0.94,0.91,0.8,0.77,123.51,116.13,96.41,70.3,41.4,20.39,13.44,31.61,30.92,7.25,6.71,4.94,3.72,62.25,124.75
2025-09-11 17:59:51.764,70.55,18.61,2.65,1.2,0.88,1.1,1.0,0.66,0.63,79.2,0.7,1.28,-0.35,12.23,10.33,-0.01,60.34,41.07,2.57,1.1,4.79,40.74,38.69,8.44,0.68,0.85,0.66,0.68,0.6,123.1,122.65,93.96,67.03,40.59,18.55,12.83,30.18,29.49,7.01,6.67,4.45,3.72,62.25,124.75
2025-09-11 17:59:51.961,71.77,19.43,2.86,1.85,1.61,1.76,1.24,1.07,1.11,82.47,1.52,2.71,0.87,12.39,10.65,0.16,61.57,42.29,3.38,2.53,4.93,41.76,40.12,8.56,0.92,0.81,0.82,0.88,0.73,123.91,119.39,95.19,70.3,39.37,19.17,14.46,28.35,28.67,7.09,6.75,4.66,3.63,62.25,124.75
2025-09-11 17:59:52.212,73.0,19.02,3.26,2.01,1.94,1.84,1.32,0.99,1.11,83.29,2.34,3.12,0.87,12.23,10.41,0.24,61.16,42.09,3.99,1.92,5.01,41.56,40.53,8.48,0.84,0.81,0.87,0.84,0.81,124.72,123.05,94.37,68.26,39.57,18.96,13.44,30.18,28.67,6.84,6.58,4.66,3.72,62.25,124.75
2025-09-11 17:59:52.462,72.59,19.43,3.47,1.85,1.61,1.59,1.24,1.07,0.87,82.47,1.93,2.91,0.67,12.31,10.33,0.32,60.55,41.27,3.79,2.33,4.97,41.15,41.15,8.27,0.92,0.94,0.95,0.8,0.85,124.72,118.57,94.78,68.67,39.98,19.17,13.64,31.61,28.26,7.25,6.38,4.7,3.63,62.25,124.75
2025-09-11 17:59:52.714,74.23,19.83,4.08,1.85,1.77,1.43,1.4,1.07,1.11,82.06,1.73,2.51,0.46,11.82,10.0,0.16,61.57,42.91,4.2,1.92,4.85,41.35,40.94,8.03,1.0,0.81,0.82,0.68,0.69,125.13,124.68,93.56,67.44,38.75,18.14,12.83,35.08,33.58,6.6,6.26,4.53,3.59,62.25,124.75
2025-09-11 17:59:52.962,72.18,20.24,4.28,2.09,2.1,2.08,1.73,1.64,1.76,84.51,2.34,3.12,2.09,12.56,10.57,0.64,63.0,42.7,4.81,2.12,5.11,40.94,41.35,8.19,0.84,0.81,0.87,0.76,0.64,124.32,116.94,93.15,65.39,37.74,16.3,12.83,33.65,31.94,6.35,6.22,4.37,3.63,62.25,124.75
2025-09-11 17:59:53.212,72.18,19.02,2.86,1.36,1.45,1.51,1.24,1.15,1.28,84.51,1.52,2.71,0.46,12.23,10.25,0.24,63.41,43.72,5.01,2.53,5.11,41.35,41.15,8.48,0.96,1.02,0.99,0.92,0.85,126.75,125.5,93.15,66.62,37.33,16.71,13.44,33.04,29.9,6.84,6.26,4.57,3.59,62.25,124.75
2025-09-11 17:59:53.461,72.59,18.81,2.86,1.52,1.45,1.68,1.32,0.99,0.79,82.88,1.52,2.51,0.26,12.23,10.41,0.4,62.79,43.31,3.38,3.14,5.01,41.35,41.35,8.44,0.96,1.02,0.91,0.88,0.77,125.94,121.02,93.96,69.49,37.53,17.53,13.44,31.2,27.44,7.17,6.3,4.61,3.51,62.25,124.75
2025-09-11 17:59:53.711,70.55,18.61,3.06,1.77,1.77,1.76,1.4,1.23,0.95,82.88,1.11,2.51,0.87,12.31,10.65,0.4,61.98,43.31,3.99,2.33,4.97,41.76,40.53,8.44,1.08,0.81,0.95,0.88,0.85,125.53,119.39,94.37,68.26,39.16,17.73,13.44,30.59,26.22,6.92,6.54,4.66,3.55,62.25,124.75
2025-09-11 17:59:53.962,70.55,19.02,3.47,2.09,2.02,1.51,1.32,1.15,1.11,81.65,1.93,2.51,0.46,12.15,10.73,0.16,61.98,43.31,4.81,2.53,4.87,41.76,40.33,8.15,0.88,0.81,0.78,0.8,0.77,125.94,113.27,93.96,68.67,40.59,18.55,12.83,31.0,27.85,6.76,6.46,4.57,3.59,62.25,124.75
2025-09-11 17:59:54.211,70.55,18.2,3.06,1.77,1.61,1.35,1.24,0.99,0.95,82.06,2.34,2.71,0.46,12.56,11.06,0.64,61.57,43.11,5.01,3.14,4.75,41.97,41.96,8.23,0.88,0.9,0.87,0.84,0.89,125.53,111.24,96.82,71.12,40.38,19.98,13.64,29.98,29.49,7.01,6.54,4.78,3.8,62.25,124.75
2025-09-11 17:59:54.462,70.14,18.61,3.26,1.93,1.77,1.59,1.49,1.07,1.36,82.47,2.13,2.71,0.67,12.23,10.25,0.24,61.16,42.5,3.99,1.92,4.79,41.56,39.92,8.4,0.88,0.94,0.82,0.96,0.85,125.13,116.94,95.6,70.71,41.2,20.39,13.64,31.61,28.26,7.25,6.46,4.53,3.63,62.25,124.75
2025-09-11 17:59:54.715,73.82,19.63,3.87,1.85,1.77,1.59,1.49,1.15,1.2,80.43,1.93,2.3,0.26,12.15,10.08,0.24,60.14,41.27,2.77,1.92,4.73,41.56,40.33,8.11,0.8,0.81,0.78,0.72,0.77,125.94,116.53,93.15,67.44,39.57,18.76,13.24,31.2,27.65,7.01,6.5,4.78,3.67,62.25,124.75
2025-09-11 17:59:54.962,70.55,18.81,3.26,1.36,1.29,1.35,1.32,0.9,1.03,80.84,1.93,2.51,0.87,12.39,10.33,0.24,60.14,41.27,3.38,1.51,4.99,41.76,40.94,8.23,0.88,0.85,0.87,0.8,0.89,124.32,109.61,96.0,69.9,39.57,17.73,14.05,30.18,25.4,7.09,6.54,4.74,3.8,62.25,124.75
2025-09-11 17:59:55.212,70.96,18.41,3.26,1.61,1.53,1.51,1.4,1.07,0.87,81.25,0.91,2.51,0.67,11.99,10.33,0.24,60.55,42.09,3.59,2.53,4.89,42.17,40.12,8.23,0.92,1.02,0.91,0.96,0.89,125.13,120.61,95.19,69.9,39.16,17.73,13.64,31.82,29.69,7.33,6.63,4.66,3.76,62.25,124.75
2025-09-11 17:59:55.462,70.55,18.81,3.06,1.44,1.29,1.51,1.08,0.9,1.03,80.84,1.32,2.71,1.07,12.39,11.06,1.05,63.2,44.13,5.01,4.57,4.97,42.99,43.6,8.4,1.12,1.18,0.95,0.88,0.85,126.75,108.79,93.96,68.26,37.74,17.12,13.03,31.82,29.08,6.76,6.46,4.61,3.51,62.25,124.75
2025-09-11 17:59:55.713,72.18,19.83,3.47,1.77,1.53,1.68,1.08,0.99,0.95,81.65,2.54,3.73,1.89,12.56,10.73,1.05,63.61,45.36,5.22,4.37,4.81,42.38,41.96,8.11,1.0,0.9,0.91,0.88,0.73,125.13,122.65,92.33,66.21,37.53,15.69,12.63,31.82,30.1,6.52,6.22,4.61,3.47,62.25,124.75
2025-09-11 17:59:55.962,72.18,19.83,2.86,1.77,1.29,1.19,0.92,0.82,1.03,83.29,1.52,2.3,-0.15,11.66,10.0,0.16,63.2,42.91,4.4,2.73,4.75,41.76,40.53,7.99,1.12,0.9,0.91,0.88,0.85,125.13,118.57,93.96,67.03,37.13,16.71,12.83,28.55,29.49,7.01,6.38,4.57,3.72,62.25,124.75
2025-09-11 17:59:56.212,73.41,19.63,2.65,1.61,1.53,1.68,1.24,0.82,1.03,83.29,1.93,2.51,0.26,11.74,10.33,0.24,63.82,44.54,5.22,2.73,4.64,41.56,41.96,7.99,1.04,0.94,0.95,0.92,0.93,125.13,123.46,92.74,65.8,36.92,16.3,12.83,28.55,28.26,7.01,6.38,4.61,3.55,62.25,124.75
2025-09-11 17:59:56.462,73.41,19.22,3.06,1.44,1.53,1.59,1.08,1.07,1.11,84.11,1.32,1.69,1.48,11.91,10.49,0.4,65.25,45.77,6.23,3.35,4.6,41.35,40.53,7.79,0.96,1.02,0.91,0.8,0.69,125.94,118.57,91.93,64.98,36.11,15.49,12.83,30.39,32.14,6.6,6.42,4.53,3.59,62.25,124.75
2025-09-11 17:59:56.711,73.82,19.43,3.06,1.61,1.29,1.51,1.32,0.99,0.95,84.11,1.52,2.1,0.67,11.5,9.84,0.24,63.82,44.95,6.44,2.12,4.46,41.15,40.74,7.75,0.92,0.9,0.91,0.8,0.85,124.32,119.79,91.11,64.16,36.31,14.67,12.22,28.76,32.96,6.76,6.42,4.41,3.59,62.25,124.75
2025-09-11 17:59:56.968,73.41,19.43,2.86,1.36,1.13,1.35,1.08,0.9,0.95,82.47,1.32,1.49,0.67,11.25,9.68,-0.01,61.98,43.11,5.83,2.33,4.4,40.94,39.1,7.54,0.8,0.81,0.78,0.72,0.69,125.13,115.31,90.7,62.53,35.5,14.26,11.2,29.78,29.69,6.44,6.14,4.49,3.51,62.25,124.75
2025-09-11 17:59:57.220,72.59,19.43,2.86,1.52,1.13,1.51,1.24,1.07,0.95,82.47,1.93,1.69,0.05,11.17,9.59,0.16,62.59,44.54,4.6,2.33,4.36,40.94,40.53,7.38,0.76,0.98,0.82,0.76,0.77,124.32,114.5,89.48,63.35,34.48,14.26,11.61,30.18,28.46,6.44,6.22,4.7,3.72,62.25,124.75
2025-09-11 17:59:57.517,70.14,19.02,2.25,1.36,1.04,1.19,0.75,0.9,0.87,82.88,1.32,2.1,0.05,11.09,10.0,0.4,63.41,43.52,5.22,2.94,4.26,41.97,40.12,7.58,1.0,1.1,1.11,1.04,0.93,126.75,120.61,91.93,65.8,36.11,14.87,12.22,34.88,31.12,6.84,6.34,4.66,3.59,62.25,124.75
2025-09-11 17:59:57.769,70.96,19.02,2.45,1.44,1.37,1.19,1.16,0.9,1.03,82.47,0.7,1.28,0.46,10.76,9.76,0.07,61.77,41.47,2.36,0.69,3.81,40.33,38.49,6.97,0.8,0.77,0.78,0.64,0.6,124.32,114.09,90.29,64.57,35.5,15.08,11.81,35.08,30.51,6.92,6.5,4.7,3.8,62.25,124.75
2025-09-11 17:59:57.961,72.18,19.02,3.06,1.69,1.29,1.43,1.08,0.99,1.11,83.29,1.93,2.3,0.67,10.76,9.68,0.4,63.0,43.11,3.99,1.92,3.87,40.74,38.69,7.09,1.12,0.94,0.91,0.76,0.85,124.72,116.13,91.52,64.98,35.29,15.49,11.61,34.88,32.35,6.44,6.46,4.61,3.59,62.25,124.75
2025-09-11 17:59:58.212,70.14,18.61,2.65,1.36,1.13,1.35,0.83,0.82,0.87,82.47,1.32,2.1,0.67,10.85,9.59,0.32,62.39,42.91,3.79,2.53,3.6,40.53,41.15,6.89,0.8,0.9,0.82,0.76,0.77,124.72,110.83,92.33,65.39,36.51,15.49,11.2,34.47,31.33,6.92,6.42,4.57,3.72,62.25,124.75
2025-09-11 17:59:58.463,70.55,18.41,2.45,1.85,1.45,1.43,1.65,1.39,1.44,85.74,2.54,2.71,0.87,10.68,9.68,0.32,61.77,42.5,4.4,2.12,3.5,41.56,40.74,6.65,0.76,0.77,0.87,0.76,0.64,125.13,107.16,89.89,64.98,36.72,14.46,11.0,32.63,30.51,6.6,6.3,4.66,3.72,62.25,124.75
2025-09-11 17:59:58.712,70.55,18.2,2.65,1.44,1.37,1.19,1.4,0.99,1.2,82.06,1.93,2.51,0.87,10.19,9.43,0.24,60.55,41.68,4.2,1.71,3.32,41.15,39.31,6.44,0.88,0.77,0.78,0.68,0.89,123.51,110.42,90.29,64.57,35.9,14.67,11.2,34.26,31.74,6.84,6.38,4.74,3.67,62.25,124.75
2025-09-11 17:59:58.962,70.96,18.81,2.86,1.61,1.69,1.68,1.32,0.9,1.11,83.29,1.73,2.71,0.67,10.36,9.11,0.4,60.95,42.09,4.6,1.92,3.4,41.35,39.72,6.2,0.92,0.85,0.91,0.92,0.77,123.91,114.5,91.52,65.8,36.92,14.87,10.79,33.45,30.51,6.76,6.3,4.66,3.72,62.25,124.75
2025-09-11 17:59:59.212,71.77,18.41,3.06,1.77,1.53,1.68,1.32,1.07,1.03,81.25,2.34,2.71,1.07,10.27,8.86,0.24,61.16,42.5,4.4,2.33,3.34,40.94,40.12,6.32,0.84,0.81,0.91,0.88,0.89,123.91,116.53,91.11,64.57,35.7,14.06,11.0,33.04,27.44,6.68,6.26,4.7,3.63,62.25,124.75
2025-09-11 17:59:59.461,70.55,19.43,3.26,1.77,1.61,1.59,1.24,1.07,0.95,82.06,1.32,2.51,0.46,9.79,8.86,0.24,61.16,41.68,3.79,2.33,3.4,40.94,40.53,6.28,0.92,0.94,0.87,0.84,0.77,125.53,116.53,91.11,67.03,36.72,14.87,10.59,33.45,30.1,6.35,6.1,4.66,3.59,62.25,124.75
2025-09-11 17:59:59.715,74.23,20.44,4.48,2.17,1.86,2.0,1.65,1.15,1.11,82.47,1.73,2.3,0.26,9.87,8.62,0.07,60.34,41.27,3.18,1.71,3.38,39.92,39.51,6.0,0.84,0.73,0.74,0.64,0.73,123.1,118.57,89.89,64.98,36.31,14.26,9.98,30.18,29.69,5.95,5.93,4.57,3.67,62.25,124.75
2025-09-11 17:59:59.962,72.18,19.43,3.47,1.69,1.61,1.76,1.24,1.15,1.2,82.47,1.93,2.71,0.87,10.19,9.02,0.32,61.36,42.09,3.79,3.35,3.44,41.15,39.51,6.28,0.88,0.85,0.82,0.8,0.81,124.72,114.09,91.11,64.16,35.9,15.28,10.79,31.2,29.69,6.11,6.1,4.7,3.59,62.25,124.75
2025-09-11 18:00:00.211,71.36,19.43,3.87,1.69,1.69,1.59,1.16,1.07,1.03,80.84,1.93,2.71,0.67,10.27,8.94,0.32,60.95,41.88,3.59,3.35,3.38,41.35,40.33,6.32,0.8,0.81,0.78,0.76,0.73,123.91,110.01,92.33,67.85,38.14,16.1,11.61,29.57,31.33,6.6,6.34,4.74,3.8,62.25,124.75
2025-09-11 18:00:00.462,70.96,19.43,3.26,1.61,1.53,1.43,1.32,1.07,1.03,81.25,1.93,2.51,0.87,10.11,9.19,0.4,60.34,41.07,3.18,2.33,3.56,41.76,40.74,6.57,0.8,0.9,0.95,0.88,0.77,123.1,110.83,93.15,66.21,37.53,16.3,11.81,31.61,33.37,6.27,6.18,4.82,3.67,62.25,124.75
2025-09-11 18:00:00.715,73.82,20.24,3.87,1.69,1.45,1.27,1.32,1.07,1.11,82.06,1.73,1.69,0.46,10.11,9.02,-0.01,59.52,40.66,2.98,1.31,3.46,40.74,39.31,6.32,0.96,0.98,0.95,0.84,0.77,122.7,116.13,91.52,66.21,38.14,16.3,11.2,30.39,29.69,6.03,6.14,4.57,3.59,62.25,124.75
2025-09-11 18:00:00.961,73.82,19.83,3.67,1.77,1.69,1.76,1.57,1.31,1.2,83.29,2.13,2.3,0.46,10.36,9.43,0.24,61.98,42.09,3.59,2.12,3.42,41.15,40.53,6.4,0.92,0.81,0.87,0.8,0.69,123.91,115.72,91.93,66.62,36.31,15.49,11.4,28.35,27.65,6.6,6.22,4.74,3.63,62.25,124.75
2025-09-11 18:00:01.212,70.55,19.02,2.86,1.77,1.69,1.76,1.65,1.31,0.95,82.88,1.93,2.51,0.87,10.44,8.86,0.48,62.59,42.5,3.79,2.12,3.64,41.76,39.31,6.4,0.92,0.81,0.87,0.88,0.81,125.53,121.42,92.74,67.85,36.92,16.51,11.0,29.16,24.17,6.52,6.1,4.53,3.63,62.25,124.75
2025-09-11 18:00:01.462,72.18,18.61,3.67,2.01,1.86,1.84,1.49,0.99,1.11,83.29,2.13,2.71,0.46,10.52,9.19,0.32,62.39,42.29,3.79,2.73,3.71,40.94,40.53,6.61,0.88,0.81,0.82,0.8,0.64,123.91,117.76,93.56,65.8,38.14,17.12,11.61,27.94,25.4,6.52,6.26,4.74,3.63,62.25,124.75
2025-09-11 18:00:01.715,73.82,20.04,4.48,2.42,2.34,2.08,1.49,1.15,1.11,81.65,2.34,2.3,-0.15,10.52,9.11,0.16,61.77,42.09,2.98,2.12,3.73,40.74,40.53,6.57,0.72,0.81,0.78,0.72,0.6,123.51,123.05,91.11,65.39,37.13,15.08,11.2,25.69,23.15,6.35,6.1,4.45,3.43,62.25,124.75
2025-09-11 18:00:01.962,70.96,19.43,3.47,2.09,1.86,1.68,1.4,1.15,1.11,82.06,1.52,2.71,0.67,10.76,9.43,0.24,61.57,42.5,3.79,2.12,3.81,41.97,41.96,6.89,0.96,0.94,0.82,0.8,0.85,123.51,117.76,92.74,66.21,37.94,16.3,11.4,26.31,25.81,6.84,6.26,4.61,3.63,62.25,124.75
