measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2,gm1,gm2
2025-09-11 18:00:02.212,70.96,19.63,4.08,2.09,1.69,1.76,1.4,1.15,1.11,82.88,2.34,2.71,0.87,10.85,9.59,0.24,61.57,42.7,3.38,2.73,3.81,41.97,41.76,6.85,0.88,0.98,0.87,0.88,0.73,123.91,122.24,93.96,66.21,37.74,17.33,11.81,26.92,26.62,6.68,6.22,4.61,3.51,62.25,124.75
2025-09-11 18:00:02.461,71.77,20.04,3.67,1.77,1.69,1.19,0.92,1.07,0.95,82.47,2.13,2.3,0.46,10.76,9.59,0.32,61.77,42.09,3.59,2.53,3.81,41.35,43.19,6.89,0.92,0.69,0.87,0.72,0.77,124.72,110.01,95.19,69.08,39.57,18.55,11.2,27.74,27.03,6.68,6.22,4.61,3.63,62.25,124.75
2025-09-11 18:00:02.718,73.0,20.44,3.06,1.36,1.21,0.94,0.92,0.74,0.71,79.61,0.7,0.67,-0.56,10.19,8.86,-0.09,60.34,40.86,2.36,1.1,3.69,41.35,40.53,6.69,0.76,0.73,0.66,0.68,0.64,123.51,118.57,92.33,65.8,38.75,16.71,10.59,27.33,28.67,6.35,6.22,4.57,3.55,62.25,124.75
2025-09-11 18:00:02.967,72.59,20.24,3.26,1.2,1.29,1.35,0.92,0.9,0.87,83.7,3.15,4.14,2.7,11.58,9.68,0.48,62.79,42.7,4.81,2.53,3.81,40.94,40.53,6.89,0.84,0.81,0.78,0.56,0.81,123.1,114.9,92.74,64.98,37.94,16.51,11.0,26.92,25.81,6.27,5.93,4.45,3.43,62.25,124.75
2025-09-11 18:00:03.220,72.59,19.22,2.45,1.04,0.96,1.19,0.92,0.82,0.87,82.47,0.7,1.28,-0.56,10.52,8.54,-0.25,63.2,44.54,4.2,2.12,3.97,41.35,39.92,6.73,0.72,0.77,0.82,0.72,0.77,122.7,123.46,91.11,65.8,37.94,16.92,11.81,27.74,25.4,6.19,6.01,4.57,3.55,62.25,124.75
2025-09-11 18:00:03.470,72.18,19.02,3.06,1.28,1.21,1.35,1.24,1.07,1.03,83.29,1.32,1.89,0.26,10.6,9.11,-0.25,63.61,43.93,6.03,1.92,4.01,41.35,40.12,6.89,0.88,0.85,0.82,0.68,0.6,123.91,115.72,90.7,66.21,37.53,16.3,11.81,26.72,24.78,6.44,5.97,4.49,3.51,62.25,124.75
2025-09-11 18:00:03.830,73.0,19.43,3.47,1.77,1.53,1.76,1.08,0.9,0.87,83.7,1.52,2.3,0.05,10.68,8.94,-0.25,64.63,44.74,6.44,2.73,4.22,41.56,40.74,7.01,0.92,0.85,0.91,0.64,0.85,124.32,127.94,91.93,64.98,36.72,15.69,11.61,26.72,24.99,6.03,5.81,4.12,3.18,62.25,124.75
2025-09-11 18:00:03.963,73.82,20.04,3.67,1.61,1.69,1.59,1.24,0.9,0.95,83.29,1.11,1.49,-0.15,10.52,8.78,-0.42,63.41,43.52,5.83,1.92,4.09,39.51,39.92,6.81,0.88,0.77,0.74,0.68,0.64,122.7,120.61,89.07,62.94,35.5,14.06,10.39,27.12,25.19,5.62,5.73,4.21,3.31,62.25,124.75
2025-09-11 18:00:04.212,73.41,20.65,3.47,1.85,1.61,1.68,1.24,1.07,1.11,86.15,1.73,1.69,0.26,11.01,9.68,0.24,64.63,45.36,7.45,3.75,4.36,41.56,41.96,7.42,0.88,1.06,0.91,0.88,0.69,126.75,124.68,92.33,64.98,36.72,16.71,12.63,27.12,28.26,6.27,5.85,4.49,3.55,62.25,124.75
2025-09-11 18:00:04.462,74.64,20.65,3.47,1.44,1.29,1.76,1.0,1.07,1.2,84.92,1.32,1.89,0.67,11.17,10.0,0.24,64.43,44.74,6.23,2.33,4.32,41.35,39.92,7.34,0.88,0.9,0.82,0.68,0.64,123.1,119.79,92.33,66.62,36.92,16.71,11.61,27.94,28.87,6.19,5.97,4.41,3.43,62.25,124.75
2025-09-11 18:00:04.739,73.0,19.43,3.06,0.96,0.96,0.86,0.59,0.33,0.55,79.61,0.09,1.08,-0.56,10.85,9.68,-0.17,62.39,42.91,4.2,0.69,4.01,40.12,39.51,7.14,0.47,0.61,0.58,0.6,0.56,123.51,112.05,91.11,64.98,37.53,15.28,11.81,26.31,29.9,6.76,6.46,4.53,3.51,62.25,124.75
2025-09-11 18:00:04.962,72.18,19.43,3.47,1.44,1.13,1.19,1.08,1.07,1.2,83.29,1.73,2.1,0.67,11.33,10.0,0.24,62.79,43.93,5.62,2.73,4.13,40.53,39.31,7.34,0.92,0.94,0.95,0.84,0.77,125.94,118.16,92.74,64.57,37.74,15.89,12.22,27.74,27.65,6.92,6.46,4.74,3.63,62.25,124.75
2025-09-11 18:00:05.212,70.55,19.02,2.04,1.2,1.04,1.19,1.0,0.66,0.95,81.65,1.11,1.69,0.26,11.17,9.68,0.16,61.98,42.29,4.4,1.51,4.18,40.74,38.69,7.26,0.8,0.81,0.78,0.72,0.69,125.53,114.09,90.7,64.57,36.72,15.08,12.42,27.94,29.69,6.68,6.42,4.74,3.8,62.25,124.75
2025-09-11 18:00:05.462,72.18,19.83,3.26,1.2,1.21,1.43,0.92,1.15,1.28,83.29,1.52,2.3,0.26,11.5,10.08,0.4,62.59,43.31,4.2,2.12,4.36,40.94,39.51,7.34,0.96,0.85,0.91,0.84,0.85,124.72,119.39,90.29,64.16,36.72,14.06,12.42,30.18,30.3,6.6,6.18,4.66,3.59,62.25,124.75
2025-09-11 18:00:05.764,70.96,19.83,2.86,1.12,0.96,1.02,0.75,0.66,0.79,80.02,-0.32,0.47,-1.58,10.44,9.19,-0.42,59.12,41.07,2.16,0.29,4.03,39.71,37.26,6.85,0.63,0.69,0.66,0.76,0.77,124.72,113.68,91.52,64.98,37.74,15.28,11.61,31.61,29.08,6.52,6.14,4.66,3.55,62.25,124.75
2025-09-11 18:00:05.961,72.59,19.02,2.86,1.28,1.21,1.27,1.32,1.15,1.11,82.47,1.73,1.89,0.67,11.17,9.92,0.32,61.98,42.5,3.99,1.92,4.3,41.56,39.72,7.22,0.92,0.85,0.91,0.84,0.89,125.94,119.79,92.33,67.03,37.74,15.89,12.83,32.63,31.12,6.52,6.26,4.66,3.59,62.25,124.75
2025-09-11 18:00:06.212,73.82,19.63,3.47,1.44,1.45,1.35,1.16,1.07,1.36,84.11,1.73,2.51,0.87,11.17,9.84,0.24,63.41,43.93,4.4,1.92,4.26,41.15,40.33,7.3,0.72,0.85,0.82,0.76,0.73,125.13,120.2,91.93,66.62,37.74,15.69,11.81,32.84,31.94,6.35,6.3,4.61,3.59,62.25,124.75
2025-09-11 18:00:06.462,72.59,18.81,2.65,1.36,0.88,1.43,1.08,1.15,1.2,84.11,1.52,1.89,0.67,11.09,9.84,0.24,62.59,42.7,5.22,2.53,3.99,41.56,39.31,7.09,0.92,0.94,0.91,0.88,0.69,125.13,112.46,92.33,64.98,38.55,16.71,11.81,36.71,32.14,6.92,6.42,4.61,3.51,62.25,124.75
2025-09-11 18:00:06.711,72.18,19.43,2.86,1.61,1.21,1.51,1.32,1.15,1.11,84.51,2.13,2.51,0.46,10.93,9.59,0.4,63.2,43.11,5.42,2.53,3.77,41.35,40.12,6.85,0.88,0.94,0.87,0.72,0.85,125.94,113.68,93.96,66.62,37.33,16.3,11.61,35.69,31.12,6.84,6.42,4.78,3.63,62.25,124.75
2025-09-11 18:00:06.962,72.59,18.61,3.26,1.69,1.45,1.51,1.49,1.07,1.03,83.29,1.73,2.3,0.87,10.68,9.43,0.16,61.77,43.52,3.99,2.33,3.6,41.15,39.92,6.77,0.88,1.02,0.87,0.76,0.73,125.13,111.64,93.56,65.39,37.94,16.3,11.81,33.45,30.92,6.6,6.38,4.7,3.72,62.25,124.75
2025-09-11 18:00:07.212,70.96,19.63,3.26,1.85,1.61,1.76,1.4,1.07,1.11,83.29,1.32,2.51,0.87,10.6,9.19,0.24,62.18,42.5,3.79,2.53,3.62,40.94,40.74,6.77,0.76,0.81,0.87,0.72,0.77,124.32,122.65,91.52,64.98,35.5,16.1,11.81,31.41,33.99,6.52,6.34,4.61,3.55,62.25,124.75
2025-09-11 18:00:07.461,73.0,20.04,3.26,1.85,1.77,1.59,1.32,0.9,1.11,83.7,2.54,2.71,1.07,10.76,9.27,0.32,63.82,44.13,5.01,2.94,3.79,41.35,41.96,6.73,1.0,0.81,0.95,0.72,0.89,124.32,118.16,92.33,65.39,36.31,15.28,12.01,32.43,31.12,6.52,6.14,4.86,3.55,62.25,124.75
2025-09-11 18:00:07.738,72.18,18.41,2.86,1.44,1.04,1.1,0.75,0.66,0.38,81.25,0.7,0.87,-0.76,10.19,8.62,-0.17,61.77,42.09,3.59,1.31,3.69,39.51,38.69,6.57,0.63,0.65,0.66,0.56,0.6,122.29,107.57,89.07,62.94,35.09,14.06,11.2,29.98,28.87,6.03,6.01,4.45,3.39,62.25,124.75
2025-09-11 18:00:07.962,72.18,19.22,3.06,1.85,1.61,1.84,1.32,0.9,1.2,82.47,1.73,2.51,0.87,10.76,9.35,0.4,62.79,43.11,4.2,2.73,3.75,41.56,41.76,6.81,1.08,1.02,0.91,0.84,0.77,125.53,118.57,91.11,65.39,35.5,14.26,11.61,31.0,27.65,6.68,6.3,4.7,3.67,62.25,124.75
2025-09-11 18:00:08.211,70.55,18.61,2.65,1.77,1.45,1.59,1.0,0.99,0.87,81.25,1.11,2.51,0.46,10.76,9.35,0.07,62.18,42.09,2.98,2.33,3.71,40.94,40.53,6.69,0.8,0.85,0.7,0.76,0.77,124.72,105.12,90.29,63.35,36.11,14.26,11.61,29.37,26.62,6.35,6.18,4.74,3.59,62.25,124.75
2025-09-11 18:00:08.462,73.0,20.04,3.26,2.26,2.1,2.08,1.4,1.07,1.11,82.47,2.54,2.51,0.87,10.85,9.51,0.32,62.39,42.09,4.2,2.94,3.85,41.15,39.1,6.85,0.92,0.9,0.91,0.84,0.73,124.32,107.16,91.93,65.8,36.72,15.49,11.81,30.8,26.83,6.6,6.26,4.7,3.76,62.25,124.75
2025-09-11 18:00:08.768,72.18,19.63,3.06,1.61,1.69,1.76,1.08,0.82,0.87,82.06,1.32,2.3,-0.15,10.6,9.02,0.07,61.77,42.7,4.2,1.92,3.77,40.94,38.69,6.69,0.88,0.73,0.78,0.56,0.69,124.32,106.75,91.11,65.39,36.72,15.89,11.4,32.22,29.69,6.68,6.1,4.61,3.67,62.25,124.75
2025-09-11 18:00:08.962,72.59,20.04,3.47,1.85,1.61,1.59,1.24,1.07,1.28,82.06,1.93,2.71,0.67,10.85,9.35,0.24,61.98,42.7,3.99,2.12,3.71,41.56,40.74,6.89,0.84,0.85,0.91,0.72,0.64,124.72,108.79,91.93,66.21,37.33,16.1,11.61,32.02,27.03,6.68,6.3,4.78,3.72,62.25,124.75
2025-09-11 18:00:09.212,73.0,19.83,3.26,1.69,1.53,1.68,1.4,1.07,1.11,82.06,1.93,2.51,0.67,10.52,9.35,0.32,61.36,42.09,3.59,1.92,3.62,41.97,41.15,6.69,0.92,0.94,0.95,0.84,0.81,123.91,114.09,93.56,67.85,36.51,16.1,10.79,29.98,26.83,6.6,6.26,4.74,3.67,62.25,124.75
2025-09-11 18:00:09.462,70.55,19.63,3.06,1.52,1.45,1.51,1.16,1.07,1.11,82.06,1.52,2.51,1.07,10.6,9.43,0.32,61.57,42.09,2.98,1.71,3.58,40.94,39.31,6.53,0.8,0.85,0.87,0.76,0.81,123.91,116.94,92.74,68.67,37.33,15.49,11.81,31.2,26.42,6.52,6.3,4.74,3.76,62.25,124.75
2025-09-11 18:00:09.738,69.73,19.02,2.65,1.2,1.04,1.02,0.92,0.41,0.55,79.61,0.5,1.28,-0.56,10.27,8.62,-0.09,59.52,40.66,2.16,0.9,3.73,39.92,38.49,6.48,0.51,0.53,0.62,0.6,0.56,123.1,105.12,89.48,62.53,35.29,13.44,10.59,28.76,27.65,6.19,6.14,4.53,3.51,62.25,124.75
2025-09-11 18:00:09.962,71.77,19.43,3.87,1.77,1.53,1.84,1.24,1.07,1.03,81.65,1.93,2.71,0.87,10.6,9.19,0.24,60.95,41.27,2.77,1.92,3.93,41.76,39.72,6.69,0.92,1.02,0.82,0.76,0.69,124.32,110.83,92.33,66.62,36.72,15.89,11.4,31.2,26.42,6.19,6.06,4.7,3.67,62.25,124.75
2025-09-11 18:00:10.212,74.64,20.44,4.89,1.93,1.61,1.76,1.4,0.82,1.03,80.02,1.32,1.49,0.05,10.11,8.86,-0.09,59.52,39.84,1.14,1.71,3.73,40.33,39.72,6.28,0.59,0.81,0.58,0.56,0.56,122.29,108.38,91.93,65.39,37.94,17.33,10.39,29.57,28.06,5.78,5.85,4.45,3.47,62.25,124.75
2025-09-11 18:00:10.461,69.73,19.43,3.06,1.61,1.53,1.51,1.16,0.9,1.03,81.65,1.52,2.3,1.07,11.09,9.84,0.89,61.98,43.72,4.6,3.96,4.09,44.43,41.96,6.97,1.16,0.98,0.95,0.88,0.89,124.32,108.38,96.41,69.9,41.4,20.39,11.4,30.8,30.51,6.03,6.01,4.53,3.63,62.25,124.75
2025-09-11 18:00:10.738,69.73,18.2,2.45,1.2,1.04,1.1,0.83,0.58,0.47,78.39,0.3,1.28,-0.96,10.44,8.94,-0.09,59.32,40.04,1.96,1.1,3.99,39.92,38.69,6.65,0.72,0.65,0.62,0.68,0.52,121.07,115.31,95.19,70.3,41.61,20.39,11.4,26.1,26.62,5.95,5.81,4.29,3.43,62.25,124.75
2025-09-11 18:00:10.962,70.96,19.43,3.26,1.44,1.29,1.51,1.16,0.99,1.11,80.84,1.93,2.3,0.87,10.6,9.59,0.32,59.93,40.45,2.57,1.71,3.99,41.56,39.51,6.93,0.84,0.81,0.87,0.76,0.77,123.91,109.61,97.63,71.94,43.85,22.03,12.01,31.0,29.28,6.52,6.3,4.86,3.67,62.25,124.75
2025-09-11 18:00:11.211,69.73,18.41,3.06,1.44,1.13,1.27,1.08,0.74,0.95,79.2,1.32,1.28,0.26,10.85,9.27,-0.01,59.93,41.47,1.96,1.71,3.97,41.35,39.31,7.05,0.84,0.9,0.87,0.8,0.6,122.7,118.98,95.6,71.94,41.61,21.01,12.22,27.94,24.78,6.68,6.26,4.49,3.47,62.25,124.75
2025-09-11 18:00:11.462,71.77,19.43,3.06,1.61,1.37,1.59,1.32,1.07,1.11,82.06,1.32,2.1,0.67,11.01,9.35,0.4,62.39,42.5,2.77,2.12,4.26,41.56,40.12,7.14,1.04,1.02,0.95,0.96,0.93,123.91,118.98,96.82,69.9,42.01,20.19,12.83,27.12,23.76,6.6,6.26,4.61,3.63,62.25,124.75
2025-09-11 18:00:11.739,71.36,18.61,2.04,1.36,1.13,1.1,0.92,0.74,0.71,79.61,0.5,1.08,-1.17,10.76,9.11,-0.09,60.34,41.47,2.16,0.9,4.28,40.33,38.49,7.05,0.68,0.81,0.66,0.6,0.44,121.89,123.46,93.15,67.44,39.77,18.96,11.81,25.29,25.6,6.03,5.93,4.49,3.47,62.25,124.75
2025-09-11 18:00:11.962,72.59,19.43,3.06,1.44,1.61,1.84,1.0,0.99,1.11,82.88,1.93,2.51,0.67,11.33,9.92,0.32,62.39,42.7,3.79,2.53,4.6,40.53,40.53,7.58,0.92,0.77,0.82,0.72,0.77,123.51,119.79,95.6,69.9,40.18,18.76,13.24,24.67,24.17,6.6,6.26,4.78,3.67,62.25,124.75
2025-09-11 18:00:12.212,71.36,19.22,2.86,1.69,1.37,1.51,1.16,0.74,0.87,82.06,1.11,2.3,-0.15,11.42,9.92,-0.01,62.18,42.91,3.38,2.94,4.71,41.15,39.1,7.66,0.84,0.94,0.78,0.6,0.73,123.91,114.09,93.15,69.49,37.94,17.33,13.24,26.1,24.99,6.35,6.14,4.57,3.59,62.25,124.75
2025-09-11 18:00:12.462,72.18,19.43,3.47,1.85,1.61,1.59,1.24,0.99,1.03,82.88,1.32,2.3,0.46,11.91,10.16,0.24,62.59,43.11,3.59,2.73,4.85,41.15,39.72,7.91,0.88,0.81,0.78,0.8,0.69,122.29,118.16,94.37,68.67,38.96,17.94,13.24,26.92,25.4,6.76,6.34,4.74,3.67,62.25,124.75
2025-09-11 18:00:12.750,68.91,18.81,2.04,1.12,0.8,0.78,0.35,0.25,0.3,78.79,0.09,0.47,-0.96,11.25,9.68,-0.42,59.52,40.45,2.98,-0.12,4.77,40.12,37.06,7.75,0.47,0.73,0.54,0.47,0.48,121.48,115.31,91.52,64.16,37.33,15.69,12.22,26.1,25.19,6.35,6.14,4.49,3.43,62.25,124.75
2025-09-11 18:00:12.962,72.18,20.04,2.65,1.44,1.45,1.43,1.24,1.07,1.03,81.65,1.73,1.89,0.46,12.15,10.25,0.07,62.39,42.29,3.59,1.71,4.93,40.74,38.49,8.11,0.88,0.85,0.82,0.88,0.69,124.32,115.72,93.96,68.67,39.37,17.12,12.83,26.92,28.26,6.84,6.42,4.61,3.59,62.25,124.75
2025-09-11 18:00:13.212,71.36,19.22,2.65,1.28,0.8,1.1,1.0,0.82,0.87,80.84,1.11,1.49,0.05,11.99,10.0,0.07,61.36,41.68,3.18,1.92,4.91,40.94,39.72,8.4,0.88,0.81,0.87,0.76,0.77,123.51,123.87,93.96,68.67,37.74,17.12,13.03,27.12,27.85,6.6,6.3,4.78,3.51,62.25,124.75
2025-09-11 18:00:13.461,71.36,19.63,3.26,1.36,1.29,1.35,1.08,0.9,0.87,82.47,1.73,1.89,1.07,12.07,10.49,0.4,61.57,41.88,2.98,2.12,4.95,40.94,38.9,8.23,0.92,0.81,0.87,0.76,0.81,124.72,114.5,93.56,67.03,39.37,17.94,13.44,31.61,30.71,6.92,6.26,4.78,3.72,62.25,124.75
2025-09-11 18:00:13.739,70.14,18.61,2.86,0.96,0.96,0.86,0.92,0.58,0.63,78.79,0.09,0.47,-0.76,11.5,10.0,-0.17,59.93,40.25,1.96,0.49,4.77,39.3,37.87,8.03,0.55,0.57,0.62,0.56,0.56,123.1,112.46,92.74,67.44,38.55,17.33,12.22,29.16,29.28,6.44,6.18,4.49,3.31,62.25,124.75
2025-09-11 18:00:13.969,71.36,19.43,2.25,1.04,0.96,1.1,1.16,0.99,1.11,79.61,0.91,1.69,0.05,11.82,10.41,-0.01,60.55,41.07,2.57,1.51,4.54,40.33,39.72,8.03,0.72,0.73,0.82,0.68,0.69,124.32,112.46,93.96,69.08,39.77,17.94,12.42,30.8,30.3,6.92,6.58,4.53,3.59,62.25,124.75
2025-09-11 18:00:14.221,71.36,19.43,2.65,1.2,0.8,1.02,0.83,0.58,0.38,78.79,0.09,0.87,-0.15,11.66,9.92,0.07,59.93,40.66,2.36,1.1,4.48,40.94,39.72,7.95,0.72,0.69,0.7,0.72,0.64,123.91,112.05,94.37,67.03,38.55,17.73,12.01,31.61,28.67,6.92,6.46,4.49,3.47,62.25,124.75
2025-09-11 18:00:14.470,70.96,18.81,2.25,1.36,1.29,1.27,1.0,0.9,0.71,81.25,1.11,1.08,0.05,11.17,9.68,-0.17,59.73,40.25,1.75,1.1,4.4,39.92,38.08,7.54,0.68,0.69,0.66,0.6,0.6,122.7,112.05,92.74,67.85,39.16,16.92,12.22,29.57,30.1,6.68,6.34,4.53,3.51,62.25,124.75
2025-09-11 18:00:14.718,71.77,18.2,2.65,1.61,1.37,1.43,1.16,0.9,0.95,80.43,1.73,2.91,0.67,11.99,10.33,0.32,60.55,41.47,3.38,2.33,4.64,41.35,40.94,7.95,0.96,0.85,0.91,0.8,0.77,124.32,111.24,94.78,69.08,39.98,17.94,13.24,30.18,30.1,6.68,6.38,4.66,3.67,62.25,124.75
2025-09-11 18:00:14.962,70.14,18.81,2.86,1.28,1.37,1.43,0.92,0.99,0.95,80.02,1.52,2.51,0.87,11.58,10.08,0.16,60.55,41.47,2.36,2.12,4.56,40.74,40.94,7.83,0.72,0.85,0.78,0.72,0.77,123.51,121.02,94.78,69.49,40.59,18.14,13.24,31.2,28.26,6.6,6.3,4.61,3.72,62.25,124.75
2025-09-11 18:00:15.211,71.36,18.41,2.04,1.52,1.45,1.19,1.24,0.99,0.87,80.43,0.91,2.51,0.46,11.91,10.08,0.07,60.14,41.68,2.98,1.92,4.46,41.15,39.1,7.75,0.92,0.77,0.82,0.68,0.77,124.72,111.24,96.0,69.9,40.18,18.96,13.03,31.2,31.94,7.09,6.54,4.74,3.84,62.25,124.75
2025-09-11 18:00:15.462,70.96,18.61,2.45,1.61,1.37,1.43,1.16,0.99,1.11,80.43,1.52,1.49,0.87,11.74,10.08,0.4,59.93,41.07,3.38,2.12,4.54,41.35,39.51,7.7,0.88,0.85,0.87,0.92,0.81,123.51,114.09,94.37,67.85,39.37,17.94,13.24,32.43,31.53,6.76,6.34,4.74,3.63,62.25,124.75
2025-09-11 18:00:15.739,70.96,17.8,1.84,1.12,1.04,1.1,1.0,0.58,0.71,79.2,0.09,0.87,-0.35,11.25,9.43,-0.33,60.14,40.66,2.98,1.31,4.73,39.51,38.69,7.54,0.47,0.69,0.62,0.56,0.48,122.29,113.68,90.7,66.62,38.35,16.92,12.01,30.18,28.06,6.03,5.97,4.41,3.35,62.25,124.75
2025-09-11 18:00:15.961,72.59,18.41,2.86,1.36,1.45,1.51,1.24,1.23,1.03,80.84,1.73,2.51,0.67,11.82,10.0,0.32,60.55,42.5,3.59,2.12,5.01,41.35,39.72,8.03,0.96,0.81,0.91,0.68,0.85,123.51,125.09,93.96,67.44,38.55,17.53,13.24,33.86,32.55,6.27,6.14,4.49,3.67,62.25,124.75
2025-09-11 18:00:16.212,71.36,18.61,2.86,1.61,1.61,1.51,0.92,0.99,0.95,82.06,1.11,2.51,0.67,11.74,10.33,0.32,61.36,41.68,3.79,2.33,4.95,40.74,39.1,8.03,0.92,0.85,0.82,0.84,0.77,125.13,115.31,93.96,68.67,39.37,18.35,13.64,32.84,29.69,6.6,6.3,4.61,3.72,62.25,124.75
2025-09-11 18:00:16.462,71.77,19.22,2.86,1.77,1.86,1.92,1.49,1.07,1.2,81.65,2.34,1.89,0.87,12.07,10.16,0.4,61.57,41.88,3.59,2.33,4.83,41.56,40.74,8.23,0.88,1.02,0.91,0.76,0.89,123.51,116.13,94.78,68.26,39.57,19.17,13.44,33.65,27.44,6.92,6.22,4.66,3.59,62.25,124.75
2025-09-11 18:00:16.711,72.18,19.22,3.47,1.93,1.77,1.84,1.4,1.07,1.03,82.47,2.34,2.91,1.07,12.15,10.49,0.16,61.77,41.68,3.59,2.73,4.93,41.56,39.92,8.4,0.92,0.77,0.91,0.76,0.77,124.72,114.09,96.41,70.3,41.81,19.78,14.46,31.2,32.14,7.01,6.5,4.78,3.76,62.25,124.75
2025-09-11 18:00:16.962,70.96,18.81,3.06,2.01,1.53,1.84,1.08,1.07,1.03,82.47,2.34,2.71,0.87,12.23,10.49,0.32,61.57,41.88,3.99,2.94,4.95,41.56,41.96,8.4,0.72,0.94,0.82,0.88,0.77,125.13,117.76,95.6,69.49,40.38,18.35,13.85,28.55,29.08,7.09,6.54,4.7,3.63,62.25,124.75
2025-09-11 18:00:17.212,70.96,17.8,3.06,1.77,1.45,1.51,1.16,0.99,0.87,82.06,1.93,2.1,0.05,12.15,10.16,0.07,60.75,41.68,2.77,1.71,4.87,40.94,40.33,8.15,0.92,0.9,0.78,0.8,0.69,125.94,116.94,94.78,69.49,40.38,18.14,13.44,28.14,26.42,7.01,6.38,4.49,3.55,62.25,124.75
2025-09-11 18:00:17.461,71.77,18.81,3.26,2.01,1.77,1.84,1.49,1.07,1.11,82.47,1.93,2.51,0.67,12.15,10.33,0.32,61.16,42.09,3.38,2.33,4.85,40.94,41.76,8.15,0.88,0.9,0.95,0.92,0.93,125.94,110.83,96.0,69.9,41.61,19.98,13.44,28.55,26.62,6.6,6.38,4.7,3.63,62.25,124.75
